code_pme;source;code_insee_commune;axe;pr_debut;abscisse_debut;pr_fin;abscisse_fin;sens_gestionnaire;sens_cardinal;sens_migratoire;sens_giratoire;longueur;nb_voies;x_deb;y_deb;x_fin;y_fin;code_traficolor
MWN44.W1;DIRO;524444162;N844;44PR31D;910;44PR32D;400;1;EST_OUEST;Y;INTERIEUR;488;0;350446.22;6691359.0;350401.9;6692299.5;NA44
MY469.A1;DIRCE;826969297;A47;69PR0D;320;69PR1D;465;1;EST_OUEST;Y;;781;0;839854.2;6500375.0;839222.7;6500291.5;LY69
MB333.x3;DIRA;;;;;;;;;;;0;0;;;;;
MB333.x1;DIRA;;;;;;;;;;;0;0;;;;;
A0025011730;DIRN;;;;0;;;;;;;0;0;;;;;
MWI35.D2;DIRO;533535238;N136;35PR6G;480;35PR6G;940;1;OUEST_EST;W;EXTERIEUR;460;0;355016.6;6786420.0;355016.6;6786420.0;RE35
MWI35.D1;DIRO;533535238;N136;35PR6D;400;35PR6D;860;1;EST_OUEST;Y;INTERIEUR;461;0;355009.9;6786429.0;355009.9;6786429.0;RE35
MB333.x5;DIRA;;;;;;;;;;;0;0;;;;;
MM813.J1;DIRMED;931313055;A7;13PR276D;726;13PR277D;226;1;NORD_SUD;Y;;500;0;891615.0;6253795.0;892128.56;6252963.0;MA13
MB631.W8;DIRSO;733131555;A624;31PR1G;795;31PR2G;546;1;OUEST_EST;W;;743;0;569998.4;6280040.0;569156.94;6280499.0;TO31
MYL42.F1;DIRCE;824242183;N88;42PR43D;700;42PR44D;950;1;NORD_SUD;Y;;1239;0;806567.25;6478776.5;805675.06;6478391.5;ST42
A9025080700;DIRN;;;;0;;;;;;;0;0;;;;;
MWn44.E1;DIRO;524444190;N844;44PR11D;0;44PR12D;750;1;EST_OUEST;Y;INTERIEUR;1749;0;360727.66;6688201.5;360654.66;6687215.5;NA44
MYL42.F2;DIRCE;824242183;N88;42PR43G;700;42PR44G;950;1;SUD_NORD;W;;1240;0;806569.5;6478768.0;805676.7;6478383.5;ST42
MWn44.E2;DIRO;524444009;N844;44PR10G;800;44PR12G;400;1;OUEST_EST;W;EXTERIEUR;1575;0;361114.06;6688991.5;360665.56;6687206.0;NA44
MYL42.F5;DIRCE;824242044;N88;42PR44D;950;42PR46D;650;1;NORD_SUD;Y;;1692;0;805675.06;6478391.5;803733.6;6478003.5;ST42
MUM76.t1;DIRNO;237676517;A28;76PR94D;840;76PR97D;357;1;NORD_SUD;Y;;2494;0;568217.6;6935783.5;565992.8;6933939.5;RO76
MM313.x2;DIRMED;931313055;A50;13PR10G;795;13PR11G;295;1;EST_OUEST;W;;496;0;903972.0;6246208.0;904960.0;6246146.0;MA13
MZE54.41;DIRE;415454197;A33;54PR12D;600;54PR17D;502;1;OUEST_EST;Y;;4905;0;935922.0;6840105.0;940919.0;6840363.0;NA54
MZE54.42;DIRE;415454328;A33;54PR10G;50;54PR17G;502;1;EST_OUEST;W;;7446;0;934375.0;6841202.0;940917.0;6840376.0;NA54
MUM76.t2;DIRNO;237676517;A28;76PR94G;840;76PR97G;357;1;SUD_NORD;W;;2500;0;568226.06;6935779.0;565994.06;6933930.5;RO76
MB233.N1;DIRA;723333550;A630;33PR32D;22;33PR32D;710;1;OUEST_EST;W;EXTERIEUR;697;0;419786.0;6415496.0;419786.0;6415496.0;BX33
MB233.N2;DIRA;723333550;A630;33PR32G;0;33PR32G;736;1;EST_OUEST;Y;INTERIEUR;733;0;419774.0;6415506.0;419774.0;6415506.0;BX33
MZo57.72;DIRE;;;;0;;;;;;;0;0;;;;;
MYB69.B1;GRAND LYON;826969276;69D0301;69PR2D;0;69PR4D;490;1;OUEST_EST;Y;;2475;0;844866.25;6511334.5;846760.6;6510994.5;LY69
MYB69.B2;GRAND LYON;826969276;69D0301;69PR2G;0;69PR4G;820;1;EST_OUEST;W;;2813;0;844862.75;6511343.5;846764.5;6511003.5;LY69
MZo57.71;DIRE;;;;0;;;;;;;0;0;;;;;
MB631.WD;DIRSO;733131555;A624;31PR1D;844;31PR2D;577;1;EST_OUEST;Y;;741;0;570011.25;6280054.5;569155.75;6280522.0;TO31
MM113.L1;DIRMED;931313015;A51;13PR5D;450;13PR6D;640;1;SUD_NORD;W;;1174;0;893314.8;6261677.0;893987.75;6262363.5;MA13
MWN44.X2;DIRO;524444162;N844;44PR32G;900;44PR33G;400;1;OUEST_EST;W;EXTERIEUR;494;0;350392.38;6692305.5;350664.06;6693259.5;NA44
MY369.Z2;DIRCE;826969123;N2043;69PR0G;0;69PR1G;62;1;EST_OUEST;W;;915;0;846445.2;6516455.0;847261.56;6516222.5;LY69
MY369.Z1;DIRCE;826969123;N2043;69PR0D;0;69PR1D;60;1;OUEST_EST;Y;;916;0;846444.2;6516454.0;847260.0;6516214.0;LY69
MWN44.X1;DIRO;524444162;N844;44PR33D;90;44PR33D;400;1;EST_OUEST;Y;INTERIEUR;309;0;350673.5;6693258.5;350673.5;6693258.5;NA44
N0356011220;DIRN;;;;0;;;;;;;0;0;;;;;
A0025010410;DIRN;;;;0;;;;;;;0;0;;;;;
MB333.y2;DIRA;;;;;;;;;;;0;0;;;;;
MM513.O1;DIRMED;931313055;A55;13PR7D;279;13PR7D;779;1;EST_OUEST;W;;505;0;890361.0;6253549.0;890361.0;6253549.0;MA13
MM813.K1;DIRMED;931313055;A7;13PR277D;278;13PR278D;778;1;NORD_SUD;Y;;1494;0;892128.56;6252963.0;892727.25;6252174.0;MA13
MPU76.X2;DIRNO;237676484;A139;76PR1GC;-744;76PR3GC;1225;1;NORD_SUD;W;;3097;0;557767.4;6917843.0;557214.25;6919545.5;RO76
MPU76.X1;DIRNO;237676484;A139;76PR1DC;-744;76PR3DC;1225;1;SUD_NORD;Y;;2697;0;557794.1;6917881.0;557259.0;6919534.0;RO76
A0023010200;DIRN;;;;0;;;;;;;0;0;;;;;
MB631.V8;DIRSO;733131555;A624;31PR0G;1167;31PR1G;169;1;OUEST_EST;W;;416;0;571192.44;6279836.5;569998.4;6280040.0;TO31
A9001210120;DIRN;;;;0;;;;;;;0;0;;;;;
MYL42.E2;DIRCE;824242207;N88;42PR30G;0;42PR31G;750;1;SUD_NORD;W;;2281;0;816719.6;6485974.5;815632.25;6484927.0;ST42
MYL42.E1;DIRCE;824242207;N88;42PR30D;0;42PR31D;750;1;NORD_SUD;Y;;2267;0;816710.7;6485982.5;815622.75;6484936.0;ST42
MZE54.31;DIRE;415454304;A33;54PR0D;0;54PR6D;0;1;OUEST_EST;Y;;6318;0;929583.0;6848798.0;931213.0;6843102.0;NA54
MM313.y2;DIRMED;931313005;A50;13PR11G;267;13PR11G;767;1;EST_OUEST;W;;500;0;904960.0;6246146.0;904960.0;6246146.0;MA13
MZE54.32;DIRE;415454357;A33;54PR0G;0;54PR6G;0;1;EST_OUEST;W;;6394;0;929660.0;6848852.0;931224.0;6843110.0;NA54
MM113.M1;DIRMED;931313015;A51;13PR6D;950;13PR7D;450;1;SUD_NORD;W;;506;0;893987.75;6262363.5;894048.44;6263358.5;MA13
MWN44.Y2;DIRO;524444114;A844;44PR35G;0;44PR35G;200;1;EST_OUEST;Y;;199;0;351422.0;6694807.0;351422.0;6694807.0;NA44
N0356011210;DIRN;;;;0;;;;;;;0;0;;;;;
MWN44.Y1;DIRO;524444114;A844;44PR35D;0;44PR35D;310;1;OUEST_EST;W;;311;0;351425.0;6694795.0;351425.0;6694795.0;NA44
MB631.Y1;DIRSO;733131555;N124;31PR6D;525;31PR7D;884;1;EST_OUEST;W;;962;0;567297.0;6280274.0;566737.0;6280038.0;TO31
MYi38.A1;DIRCE;823838317;;DRU;0;38PR50U;450;1;NORD_SUD;Y;;1150;0;911690.7;6450863.0;912085.4;6450288.5;GR38
MYi38.A2;DIRCE;8238;;;0;38PR50U;450;;;;;1865;0;;;912085.4;6450288.5;GR38
MWJ35.p2;DIRO;;;;0;;;;;;;0;0;;;;;
MM413.b2;DIRMED;931313005;A50;13PR12G;407;13PR13G;318;1;EST_OUEST;W;;911;0;905938.0;6246360.0;906909.0;6246596.0;MA13
MM813.H1;DIRMED;931313055;A7;13PR275D;600;13PR276D;195;1;NORD_SUD;Y;;609;0;891413.0;6254785.0;891615.0;6253795.0;MA13
MB631.Y2;DIRSO;733131555;N124;31PR6G;525;31PR7G;884;1;OUEST_EST;Y;;957;0;567308.0;6280264.0;566738.06;6280029.5;TO31
A0025011510;DIRN;;;;0;;;;;;;0;0;;;;;
MWJ35.p1;DIRO;;;;0;;;;;;;0;0;;;;;
MYL42.D1;DIRCE;824242218;A72;42PR3D;300;42PR4D;200;1;EST_OUEST;W;;892;0;810367.0;6484979.0;809628.9;6485634.0;ST42
MYL42.D2;DIRCE;824242218;A72;42PR3G;300;42PR4G;200;1;OUEST_EST;Y;;890;0;810359.0;6484970.0;809620.56;6485625.5;ST42
MB233.L1;DIRA;723333550;A630;33PR32D;1276;33PR33D;622;1;OUEST_EST;W;EXTERIEUR;679;0;419786.0;6415496.0;420150.0;6416785.0;BX33
MB233.L2;DIRA;723333550;A630;33PR32G;1304;33PR33G;604;1;EST_OUEST;Y;INTERIEUR;648;0;419774.0;6415506.0;420137.0;6416792.0;BX33
MZE54.21;DIRE;415454167;A31;54PR233D;500;54PR238D;290;1;SUD_NORD;W;;4785;0;914864.7;6845211.5;919095.8;6847353.5;NA54
MZE54.22;DIRE;415454557;A31;242;700;;;2;;;;0;0;;;;;
MM313.v2;DIRMED;931313055;A50;13PR9G;814;13PR10G;300;1;EST_OUEST;W;;492;0;902997.0;6246441.0;903972.0;6246208.0;MA13
MYi38.B1;DIRCE;8238;;;1000;38PR1D;780;;;;;1620;0;;;913067.3;6454551.5;GR38
MWN44.Z2;DIRO;524444114;A844;44PR35G;200;44PR35G;700;1;EST_OUEST;Y;;498;0;351422.0;6694807.0;351422.0;6694807.0;NA44
MA279.Z2;DIRA;;;;;;;;;;;0;0;;;;;
MWN44.Z1;DIRO;524444114;A844;44PR35D;310;44PR35D;810;1;OUEST_EST;W;;502;0;351425.0;6694795.0;351425.0;6694795.0;NA44
MYi38.B2;DIRCE;8238;;;1000;38PR1G;780;;;;;925;0;;;913075.4;6454560.5;GR38
MM413.c2;DIRMED;931313005;A50;13PR13G;380;13PR13G;810;1;EST_OUEST;W;;430;0;906909.0;6246596.0;906909.0;6246596.0;MA13
MM813.I1;DIRMED;931313055;A7;13PR276D;238;13PR276D;738;1;NORD_SUD;Y;;496;0;891615.0;6253795.0;891615.0;6253795.0;MA13
MYL42.B2;DIRCE;824242110;A47;42PR24G;250;42PR26G;550;1;OUEST_EST;W;;2299;0;820635.6;6489488.5;818736.1;6489187.5;ST42
N0227010302;DIRN;;;;0;;;;;;;0;0;;;;;
MWn44.F2;DIRO;;;;0;;;;;;;0;0;;;;;
MYL42.C2;DIRCE;824242218;N88;42PR39G;450;42PR40G;450;1;SUD_NORD;W;;997;0;809909.3;6480603.0;809187.5;6479998.0;ST42
MYL42.C1;DIRCE;824242218;N88;42PR39D;450;42PR40D;450;1;NORD_SUD;Y;;996;0;809897.25;6480613.0;809185.06;6480006.0;ST42
MWn44.F1;DIRO;524444009;N249;44PR2D;142;44PR7D;142;1;OUEST_EST;W;;5012;0;362593.12;6690058.5;364871.0;6685909.0;NA44
MB233.M2;DIRA;723333550;A630;33PR32G;736;33PR32G;1304;1;EST_OUEST;Y;INTERIEUR;565;0;419774.0;6415506.0;419774.0;6415506.0;BX33
MB233.M1;DIRA;723333550;A630;33PR32D;710;33PR32D;1276;1;OUEST_EST;W;EXTERIEUR;574;0;419786.0;6415496.0;419786.0;6415496.0;BX33
MA280.Y2;DIRA;;;;;;;;;;;0;0;;;;;
MA280.Y1;DIRA;;;;;;;;;;;0;0;;;;;
A0001020920;DIRN;;;;0;;;;;;;0;0;;;;;
MM313.w2;DIRMED;931313055;A50;13PR10G;300;13PR10G;800;1;EST_OUEST;W;;502;0;903972.0;6246208.0;903972.0;6246208.0;MA13
MB133.j1;DIRA;723333162;A630;33PR13D;437;33PR14D;330;1;NORD_SUD;Y;EXTERIEUR;669;0;411295.0;6424909.0;410795.0;6424328.0;BX33
MYL42.92;DIRCE;824242218;N88;42PR35G;400;42PR36G;150;1;SUD_NORD;W;;751;0;812429.25;6482950.5;811555.25;6482513.5;ST42
MYL42.91;DIRCE;824242218;N88;42PR35D;400;42PR36D;150;1;NORD_SUD;Y;;751;0;812417.1;6482965.0;811552.5;6482523.0;ST42
MM813.N1;DIRMED;931313055;A7;13PR279D;86;13PR279D;586;1;NORD_SUD;Y;;499;0;892874.56;6251189.5;892874.56;6251189.5;MA13
MB133.j2;DIRA;723333162;A630;33PR13G;444;33PR14G;334;1;SUD_NORD;W;INTERIEUR;651;0;411307.0;6424895.0;410809.0;6424317.0;BX33
MYL42.96;DIRCE;824242218;A72;42PR0G;0;42PR0G;500;1;OUEST_EST;Y;;480;0;811947.7;6482791.5;811947.7;6482791.5;ST42
MYL42.95;DIRCE;824242218;A72;42PR0D;0;42PR0D;500;1;EST_OUEST;W;;489;0;811902.7;6482740.5;811902.7;6482740.5;ST42
KAR76.21;DIRNO;237676728;A150;76PR7D;618;76PR8D;920;1;SUD_NORD;Y;;1313;0;555086.06;6934028.0;554765.3;6934982.5;RO76
KAR76.22;DIRNO;237676728;A150;76PR7G;618;76PR8G;920;1;NORD_SUD;W;;1306;0;555062.8;6934027.5;554740.5;6934988.0;RO76
MWJ35.r2;DIRO;;;;0;;;;;;;0;0;;;;;
MWJ35.r1;DIRO;;;;0;;;;;;;0;0;;;;;
MYi38.O1;DIRCE;823838158;N87;38PR4D;250;38PR5D;710;1;SUD_NORD;W;;1448;0;915661.1;6454347.0;916273.06;6455134.0;GR38
MB731.B4;DIRSO;733131555;A621;31PR1G;610;31PR2G;430;1;OUEST_EST;W;;817;0;571470.44;6281894.0;570546.8;6281568.0;TO31
MYi38.O2;DIRCE;823838158;N87;38PR4G;250;38PR5G;710;1;NORD_SUD;Y;;1441;0;915653.1;6454353.0;916261.0;6455141.0;GR38
MYB69.F1;GRAND LYON;826969259;69D0301;69PR4D;490;69PR7D;70;1;OUEST_EST;Y;;2599;0;846760.6;6510994.5;849293.3;6509388.5;LY69
MWn44.A1;DIRO;524444114;A844;44PR35D;810;44PR36D;450;1;OUEST_EST;W;;630;0;351425.0;6694795.0;352395.0;6694993.0;NA44
MWn44.A2;DIRO;524444114;A844;44PR35G;700;44PR36G;300;1;EST_OUEST;Y;;603;0;351422.0;6694807.0;352395.0;6695005.0;NA44
MYB69.F2;GRAND LYON;826969259;69D0301;69PR4G;820;69PR7G;70;1;EST_OUEST;W;;2273;0;846764.5;6511003.5;849301.44;6509399.0;LY69
N0041010500;DIRN;;;;0;;;;;;;0;0;;;;;
A0022020400;DIRN;;;;0;;;;;;;0;0;;;;;
N0227020101;DIRN;;;;0;;;;;;;0;0;;;;;
MZE54.81;DIRE;415454232;A31;54PR238D;290;54PR248D;400;1;SUD_NORD;W;;10061;0;919095.8;6847353.5;928967.44;6848322.5;NA54
M7777.B1;DIRA;;;;;;;;;;;0;0;;;;;
MZE54.82;DIRE;415454232;A31;54PR238G;290;54PR248G;400;1;NORD_SUD;Y;;10058;0;919117.0;6847369.5;928971.0;6848399.5;NA54
MB233.R1;DIRA;723333550;A630;33PR30D;501;33PR31D;639;1;OUEST_EST;W;EXTERIEUR;684;0;417976.0;6415151.0;418514.0;6415063.0;BX33
MB233.R2;DIRA;723333550;A630;33PR30G;500;33PR31G;633;1;EST_OUEST;Y;INTERIEUR;1411;0;417981.0;6415170.0;418512.0;6415081.0;BX33
MYL42.81;DIRCE;824242218;N488;42PR0D;0;42PR0D;400;1;EST_OUEST;W;;400;0;812804.9;6482889.0;812804.9;6482889.0;ST42
MB233.S1;DIRA;723333550;A62;33PR0D;0;33PR0D;782;1;NORD_SUD;Y;;782;0;418866.0;6415152.0;418866.0;6415152.0;BX33
MYL42.83;DIRCE;824242218;N88;42PR34D;800;42PR35D;400;1;NORD_SUD;Y;;601;0;813354.9;6483090.0;812417.1;6482965.0;ST42
MM813.O1;DIRMED;931313055;A7;13PR279D;614;13PR280D;114;1;NORD_SUD;Y;;493;0;892874.56;6251189.5;892988.0;6250204.0;MA13
MYL42.82;DIRCE;824242218;N488;42PR0G;0;42PR0G;400;1;OUEST_EST;Y;;399;0;812662.0;6482901.5;812662.0;6482901.5;ST42
MYL42.85;DIRCE;;;;0;;;;;;;0;0;;;;;
MYL42.84;DIRCE;824242218;N88;42PR34G;800;42PR35G;400;1;SUD_NORD;W;;592;0;813360.3;6483079.5;812429.25;6482950.5;ST42
MWI35.G1;DIRO;533535281;N136;35PR12D;290;35PR13D;280;1;EST_OUEST;Y;INTERIEUR;990;0;349934.0;6787075.0;349368.88;6787897.5;RE35
MYL42.86;DIRCE;;;;0;;;;;;;0;0;;;;;
MWN44.L1;DIRO;524444172;N844;44PR7D;1775;44PR9D;400;1;EST_OUEST;Y;INTERIEUR;748;0;361156.84;6691480.0;361675.38;6689823.0;NA44
KAR76.11;DIRNO;237676594;A150;76PR8D;920;76PR10D;440;1;SUD_NORD;Y;;1530;0;554765.3;6934982.5;553938.44;6936805.0;RO76
MWJ35.q1;DIRO;;;;0;;;;;;;0;0;;;;;
MWJ35.q2;DIRO;;;;0;;;;;;;0;0;;;;;
KAR76.14;DIRNO;237676541;A151;76PR0G;0;76PR1G;0;1;NORD_SUD;W;;1314;0;554423.0;6935907.0;554498.3;6936658.0;RO76
KAR76.12;DIRNO;237676594;A150;76PR8G;920;76PR10G;440;1;NORD_SUD;W;;1523;0;554740.5;6934988.0;553919.56;6936799.0;RO76
A9022170430;DIRN;;;;0;;;;;;;0;0;;;;;
MB731.C6;DIRSO;733131149;N124;31PR8G;666;31PR9G;421;1;OUEST_EST;Y;;754;0;565807.5;6279947.5;564849.8;6280055.0;TO31
MYi38.P2;DIRCE;823838421;N87;38PR8G;130;38PR8G;850;1;NORD_SUD;Y;;706;0;918162.06;6457414.5;918162.06;6457414.5;GR38
MB731.C5;DIRSO;733131149;N124;31PR8D;666;31PR9D;421;1;EST_OUEST;W;;755;0;565817.2;6279966.0;564856.56;6280075.5;TO31
MYi38.P1;DIRCE;823838421;N87;38PR8D;130;38PR8D;850;1;SUD_NORD;W;;710;0;918170.6;6457409.0;918170.6;6457409.0;GR38
MWN44.L2;DIRO;524444172;N844;44PR7G;1700;44PR9G;400;1;OUEST_EST;W;EXTERIEUR;837;0;361164.25;6691488.0;361687.84;6689815.0;NA44
MM113.Q1;DIRMED;931313015;A51;13PR8D;849;13PR9D;349;1;SUD_NORD;W;;493;0;894044.4;6264355.5;894566.25;6265183.0;MA13
MB631.J3;DIRSO;733131555;A620;31PR12D;206;31PR12D;925;1;NORD_SUD;Y;EXTERIEUR;719;0;573215.0;6275862.0;573215.0;6275862.0;TO31
MB233.S4;DIRA;723333550;A62;33PR0G;0;33PR0G;415;1;SUD_NORD;W;;416;0;418878.0;6415139.0;418878.0;6415139.0;BX33
M7777.A1;DIRA;;;;;;;;;;;0;0;;;;;
MM313.u2;DIRMED;931313055;A50;13PR8G;285;13PR9G;816;1;EST_OUEST;W;;2029;0;902025.0;6246675.0;902997.0;6246441.0;MA13
MZE54.71;DIRE;415454060;A31;54PR266D;400;54PR280D;672;1;SUD_NORD;W;;14233;0;928622.2;6861315.0;927912.2;6874593.0;NA54
A0025021900;DIRN;;;;0;;;;;;;0;0;;;;;
MB233.S2;DIRA;723333550;;DB4;0;FB4;0;;;;;666;0;418723.0;6414716.0;418524.0;6415082.0;BX33
MZE54.72;DIRE;415454060;A31;54PR266G;400;54PR280G;672;1;NORD_SUD;Y;;14255;0;928599.2;6861325.5;927890.75;6874616.0;NA54
MB233.S3;DIRA;723333550;;DB1;0;FB1;0;;;;;514;0;418322.0;6415066.0;418693.0;6414768.0;BX33
MYL42.72;DIRCE;824242103;A47;42PR22G;400;42PR24G;250;1;OUEST_EST;W;;1847;0;822210.5;6490471.5;820635.6;6489488.5;ST42
MYL42.71;DIRCE;824242103;A47;42PR22D;400;42PR24D;250;1;EST_OUEST;Y;;1831;0;822210.5;6490471.5;820635.6;6489488.5;ST42
M7777.D2;DIRA;;;;0;;;;;;;0;0;;;;;
MWN44.M2;DIRO;524444009;N844;44PR10G;0;44PR10G;800;1;OUEST_EST;W;EXTERIEUR;801;0;361114.06;6688991.5;361114.06;6688991.5;NA44
MWN44.M1;DIRO;524444009;N844;44PR10D;0;44PR11D;0;1;EST_OUEST;Y;INTERIEUR;981;0;361101.12;6689000.5;360727.66;6688201.5;NA44
MGH38.A1;DIRCE;;;;0;;;;;;;0;0;;;;;
MM313.r2;DIRMED;931313055;A50;13PR8G;745;13PR9G;245;1;EST_OUEST;W;;502;0;902025.0;6246675.0;902997.0;6246441.0;MA13
MM513.E1;DIRMED;931313055;A55;13PR1D;442;13PR2D;0;1;EST_OUEST;W;;120;0;892215.0;6248828.0;891883.0;6249272.0;MA13
MUM76.r1;DIRNO;237676497;N338;76PR0D;0;76PR1D;377;1;SUD_NORD;W;;1375;0;558165.0;6921333.0;558253.06;6922313.5;RO76
MWn44.C1;DIRO;524444143;N844;44PR19D;0;44PR21D;100;1;EST_OUEST;Y;INTERIEUR;2090;0;355497.7;6683196.0;353741.66;6684109.0;NA44
MWn44.C2;DIRO;524444143;N844;44PR19G;0;44PR21G;100;1;OUEST_EST;W;EXTERIEUR;2095;0;355490.66;6683183.0;353726.9;6684099.0;NA44
MUM76.r2;DIRNO;237676497;N338;76PR0G;0;76PR1G;377;1;NORD_SUD;Y;;1355;0;558104.0;6921359.0;558253.3;6922313.0;RO76
A9022100110;DIRN;;;;0;;;;;;;0;0;;;;;
A9001210110;DIRN;;;;0;;;;;;;0;0;;;;;
MZE54.61;DIRE;4154;;;0;54PR233D;500;;;;;4037;0;;;914864.7;6845211.5;NA54
MZE54.62;DIRE;415454528;A31;54PR229G;0;54PR233G;500;1;NORD_SUD;Y;;4127;0;912261.5;6843084.0;914858.56;6845227.5;NA54
MM713.i2;DIRMED;931313117;A7;13PR264G;687;13PR265G;187;1;SUD_NORD;W;;395;0;884194.0;6260327.0;884861.0;6259734.0;MA13
MYL42.61;DIRCE;826969228;A47;69PR13D;500;69PR13D;993;1;EST_OUEST;Y;;1740;0;829270.7;6495081.0;829270.7;6495081.0;ST42
MYL42.62;DIRCE;826969228;A47;69PR13G;500;69PR13G;996;1;OUEST_EST;W;;1731;0;829274.5;6495073.0;829274.5;6495073.0;ST42
MWI35.E1;DIRO;533535240;N24;35PR5D;61;35PR8D;587;1;EST_OUEST;Y;;3517;0;346072.0;6788302.0;343654.0;6786651.0;RE35
MB731.B1;DIRSO;733131555;A621;31PR1D;612;31PR2D;144;1;EST_OUEST;Y;;532;0;571463.6;6281905.0;570544.94;6281580.5;TO31
MWI35.E2;DIRO;533535240;N24;35PR5G;61;35PR8G;587;1;OUEST_EST;W;;3520;0;346082.0;6788295.0;343661.0;6786644.0;RE35
MYi38.N0;DIRCE;823838151;N87;38PR1G;780;38PR3G;0;1;NORD_SUD;Y;;1173;0;913075.4;6454560.5;914787.7;6453903.0;GR38
MYi38.N1;DIRCE;823838151;N87;38PR1D;780;38PR3D;0;1;SUD_NORD;W;;1187;0;913067.3;6454551.5;914790.0;6453890.0;GR38
MB731.A3;DIRSO;733131069;A621;31PR3D;532;31PR3D;992;1;EST_OUEST;Y;;460;0;569695.9;6282012.0;569695.9;6282012.0;TO31
A0022022810;DIRN;;;;0;;;;;;;0;0;;;;;
MQR69.l1;DIRCE;;;;0;;;;;;;0;0;;;;;
MZO57.S1;DIRE;415757343;A31;57PR328D;100;57PR331D;400;1;SUD_NORD;W;;3301;0;931566.7;6919099.0;929876.5;6921135.5;ME57
MZO57.S2;DIRE;415757343;A31;57PR328G;100;57PR331G;400;1;NORD_SUD;Y;;3275;0;931542.25;6919098.5;929874.44;6921116.5;ME57
MQR69.l2;DIRCE;;;;0;;;;;;;0;0;;;;;
MZE54.52;DIRE;415454090;A31;54PR258G;31;54PR260G;500;1;NORD_SUD;Y;;2474;0;931822.1;6855235.0;930954.94;6856978.5;NA54
MB233.Q2;DIRA;;;;;;;;;;;0;0;;;;;
M7777.C2;DIRA;;;;0;;;;;;;0;0;;;;;
MB233.Q1;DIRA;723333550;A630;33PR31D;639;33PR32D;22;1;OUEST_EST;W;EXTERIEUR;755;0;418514.0;6415063.0;419786.0;6415496.0;BX33
MM113.O1;DIRMED;931313015;A51;13PR7D;961;13PR8D;461;1;SUD_NORD;W;;501;0;894048.44;6263358.5;894044.4;6264355.5;MA13
MZE54.51;DIRE;415454090;A31;54PR258D;0;54PR260D;500;1;SUD_NORD;W;;2480;0;931852.06;6855238.0;930983.4;6856960.5;NA54
MB233.V1;DIRA;723333013;N230;33PR41D;75;33PR42D;19;1;SUD_NORD;W;EXTERIEUR;939;0;423184.0;6423583.0;423323.0;6424566.0;BX33
MB233.V2;DIRA;723333013;N230;33PR40G;941;33PR42G;17;1;NORD_SUD;Y;INTERIEUR;1075;0;423305.0;6422599.0;423310.0;6424566.0;BX33
MWI35.L1;DIRO;533535068;N157;35PR28D;849;35PR33D;221;1;EST_OUEST;Y;;3439;0;371967.0;6786584.0;368039.0;6787510.0;RE35
A0022010400;DIRN;;;;0;;;;;;;0;0;;;;;
MWN44.O2;DIRO;524444020;N844;44PR23G;743;44PR24G;470;1;OUEST_EST;W;EXTERIEUR;487;0;352053.62;6685136.5;351479.1;6685600.5;NA44
MWN44.O1;DIRO;524444020;N844;44PR23D;756;44PR24D;180;1;EST_OUEST;Y;INTERIEUR;185;0;352071.25;6685144.0;351492.62;6685611.0;NA44
MY769.T2;DIRCE;826969294;A7;69PR15G;653;69PR19G;0;1;SUD_NORD;W;;3334;0;841598.25;6504939.0;840017.1;6501362.0;LY69
MY769.T1;DIRCE;826969294;A7;69PR15D;653;69PR19D;0;1;NORD_SUD;Y;;3343;0;841583.44;6504943.5;840001.06;6501360.5;LY69
A0025010800;DIRN;;;;0;;;;;;;0;0;;;;;
MZM57.81;DIRE;415757463;A31;57PR305D;500;57PR307D;687;1;SUD_NORD;W;;2194;0;931227.25;6896998.0;932345.9;6898548.5;ME57
MM313.p2;DIRMED;931313055;A50;13PR7G;805;13PR8G;305;1;EST_OUEST;W;;497;0;901052.0;6246909.0;902025.0;6246675.0;MA13
A0027020621;DIRN;;;;0;;;;;;;0;0;;;;;
MZM57.82;DIRE;415757463;A31;57PR305G;500;57PR307G;687;1;NORD_SUD;Y;;2182;0;931214.1;6897012.5;932313.6;6898550.0;ME57
Mm513.e2;DIRMC;;;;0;;;;;;;0;0;;;;;
N0041010700;DIRN;;;;0;;;;;;;0;0;;;;;
MWi35.22;DIRO;533535253;A84;35PR116G;590;35PR121G;590;1;NORD_SUD;Y;;4982;0;372340.0;6804643.0;375822.0;6808108.0;RE35
MB233.W2;DIRA;723333063;A630;33PR4G;732;33PR5G;485;1;SUD_NORD;W;INTERIEUR;749;0;419810.0;6426638.0;418873.0;6426969.0;BX33
MWI35.K1;DIRO;5335;;;344;35PR18D;645;;;;;1065;0;;;350465.0;6792336.0;RE35
MB233.W1;DIRA;723333063;A630;33PR4D;603;33PR5D;361;1;NORD_SUD;Y;EXTERIEUR;757;0;419813.0;6426647.0;418878.0;6426980.0;BX33
MWI35.K2;DIRO;5335;;;350;35PR18G;565;;;;;993;0;;;350454.0;6792353.0;RE35
KAR76.54;DIRNO;;A139;;0;;;2;;;;707;0;;;;;
MYP69.E2;GRAND LYON;826969266;69D0383;69PR6G;664;69PR7G;650;1;SUD_NORD;W;EXTERIEUR;991;0;848253.56;6520140.5;848368.7;6519196.5;LY69
