,VITRY:PM10,VITRY:PM25,VITRY:NO2,VITRY:SO2,VITRY:NO,VITRY:NOX,VITRY:O3,OBJECTID
,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,0
,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY,1
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,dioxyde de soufre,monoxyde d azote,oxydes d azote,ozone,2
,PM10,PM25,NO2,SO2,NO,NOX,O3,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2021/09/24 23:00:00+00,17.600000,12.900000,52.600000,0.800000,0.800000,53.800000,14.900000,6411
2021/09/25 00:00:00+00,15.800000,11.900000,30.100000,0.200000,0.100000,30,26.500000,6412
2021/09/25 01:00:00+00,15.800000,12,29.600000,0.700000,0.400000,30,16.800000,6413
2021/09/25 02:00:00+00,15.200000,12,32.700000,0.300000,3.300000,37.700000,8.100000,6414
2021/09/25 03:00:00+00,15.500000,11.500000,31.100000,0.400000,8.500000,44.200000,1.300000,6415
2021/09/25 04:00:00+00,15.200000,12,31.800000,0.600000,11.600000,49.600000,1.900000,6416
2021/09/25 05:00:00+00,17.400000,12.900000,33.500000,0.400000,28.200000,76.700000,0.300000,6417
2021/09/25 06:00:00+00,16.300000,12.400000,29.500000,0.800000,41.400000,92.900000,0.700000,6418
2021/09/25 07:00:00+00,18.900000,14.300000,36.200000,0.700000,53.700000,118.400000,1.900000,6419
2021/09/25 08:00:00+00,23.900000,17.800000,39.600000,0.800000,20.400000,70.900000,14.700000,6420
2021/09/25 09:00:00+00,27.700000,19.200000,47.500000,1.600000,20,78.100000,22.700000,6421
2021/09/25 10:00:00+00,24.500000,17.200000,33,2.600000,9.900000,48.300000,53.900000,6422
2021/09/25 11:00:00+00,23,14.600000,29.300000,3.600000,6.100000,38.700000,68.500000,6423
2021/09/25 12:00:00+00,17.900000,11.400000,18.200000,3.700000,2.700000,22.300000,84.700000,6424
2021/09/25 13:00:00+00,14,9.100000,11.100000,3.200000,0.700000,12.100000,96.900000,6425
2021/09/25 14:00:00+00,11.900000,7.600000,9.800000,3.700000,0.500000,10.300000,100.200000,6426
2021/09/25 15:00:00+00,13.200000,8.300000,8.700000,2.700000,0,7.900000,96.800000,6427
2021/09/25 16:00:00+00,12.500000,7.500000,8.500000,1.500000,0,7.600000,97.900000,6428
2021/09/25 17:00:00+00,21.300000,15.900000,27.700000,2.500000,1,28.900000,78.300000,6429
2021/09/25 18:00:00+00,14.600000,9.200000,57.400000,2.900000,4.800000,64.600000,40.500000,6430
2021/09/25 19:00:00+00,24.700000,15.200000,58.400000,2.900000,3,62.900000,23,6431
2021/09/25 20:00:00+00,17.100000,11.100000,23.400000,3.100000,0,23.100000,35.900000,6432
2021/09/25 21:00:00+00,16.500000,11.500000,13.500000,2.300000,0,12.800000,41.100000,6433
2021/09/25 22:00:00+00,16.400000,12.200000,15.200000,2,0,14.900000,39,6434
2021/09/25 23:00:00+00,15.800000,12.200000,9.900000,1.800000,0,9.100000,44.600000,6435
2021/09/26 00:00:00+00,13.400000,10.700000,8.700000,1.800000,0,7.600000,44.400000,6436
2021/09/26 01:00:00+00,11.700000,9,13.300000,0.500000,0,12.300000,33.300000,6437
2021/09/26 02:00:00+00,11.700000,8.800000,19.100000,0.200000,0,18.500000,23.600000,6438
2021/09/26 03:00:00+00,12.100000,9,18.400000,0.400000,0,17.900000,22.600000,6439
2021/09/26 04:00:00+00,11.200000,8.800000,18,0.100000,0,17.300000,21.600000,6440
2021/09/26 05:00:00+00,12.200000,9.400000,16.600000,0.100000,0,16.200000,17.100000,6441
2021/09/26 06:00:00+00,14.300000,10.300000,15.500000,0.300000,0.100000,15.300000,16.600000,6442
2021/09/26 07:00:00+00,16.100000,11.400000,9.700000,0.100000,0,9.200000,34.500000,6443
2021/09/26 08:00:00+00,15.800000,11.600000,9.200000,0.400000,0,8.800000,49.600000,6444
2021/09/26 09:00:00+00,14.500000,10.800000,9,0.500000,0.200000,9.300000,59.500000,6445
2021/09/26 10:00:00+00,14.100000,10,7.800000,0.400000,0.700000,8.900000,65.500000,6446
2021/09/26 11:00:00+00,14.600000,9.800000,6.300000,0,0.200000,6.700000,70,6447
2021/09/26 12:00:00+00,13.400000,8.700000,7,0,0.200000,7.200000,76.500000,6448
2021/09/26 13:00:00+00,10.600000,7,8.900000,0.300000,0.600000,9.800000,79.600000,6449
2021/09/26 14:00:00+00,10.200000,5.700000,8.400000,0.300000,0.200000,8.800000,81.900000,6450
2021/09/26 15:00:00+00,11.800000,6.600000,8.900000,0.100000,0.100000,8.600000,76.600000,6451
2021/09/26 16:00:00+00,11,7,12.900000,0.100000,0.800000,14,65.300000,6452
2021/09/26 17:00:00+00,9.400000,6.300000,15.400000,0.100000,0.200000,15.400000,58.900000,6453
2021/09/26 18:00:00+00,9,5.800000,17.200000,0.200000,0,16.800000,58.800000,6454
2021/09/26 19:00:00+00,7.400000,5.100000,26.400000,0.200000,0,25.800000,43.800000,6455
2021/09/26 20:00:00+00,8.800000,5.700000,24.800000,0.200000,0,24.300000,41.800000,6456
2021/09/26 21:00:00+00,9.700000,6.400000,27.100000,0.300000,0,26.400000,36.500000,6457
2021/09/26 22:00:00+00,10.500000,6.900000,23.900000,0.200000,0,23.100000,34.600000,6458
2021/09/26 23:00:00+00,11.200000,6.800000,17.800000,0.300000,0,16.900000,35.100000,6459
2021/09/27 00:00:00+00,10.800000,6.300000,13.500000,0,0,12.600000,36.300000,6460
2021/09/27 01:00:00+00,10.800000,5.700000,9.400000,0,0,8.300000,39.200000,6461
2021/09/27 02:00:00+00,11.100000,6.100000,10,0,0,8.900000,35.600000,6462
2021/09/27 03:00:00+00,11.600000,6.400000,9.900000,0,0,8.800000,39,6463
2021/09/27 04:00:00+00,11.800000,6.800000,10.400000,0,0,9.300000,43.700000,6464
2021/09/27 05:00:00+00,12.300000,7,13.700000,0,0,12.700000,40.100000,6465
2021/09/27 06:00:00+00,10.600000,6.100000,19.400000,0,0.200000,19.500000,35.500000,6466
2021/09/27 07:00:00+00,10.800000,5.800000,22.200000,0,0.500000,22.900000,34.600000,6467
2021/09/27 08:00:00+00,11.300000,5.700000,20.700000,0,0.400000,21.300000,36.200000,6468
2021/09/27 09:00:00+00,9.300000,5.200000,17.500000,0,1.200000,19.400000,36.600000,6469
2021/09/27 10:00:00+00,9.300000,5.700000,16.600000,0,2.400000,20.400000,37.500000,6470
2021/09/27 11:00:00+00,9.200000,5.100000,14.500000,0,1.800000,17.300000,44.200000,6471
2021/09/27 12:00:00+00,6.900000,4,12.200000,0,1.300000,14.200000,56.800000,6472
2021/09/27 13:00:00+00,5.800000,2.300000,17.500000,0,2.900000,22,59.100000,6473
2021/09/27 14:00:00+00,7.200000,2.800000,12.500000,0,3.500000,17.900000,62.200000,6474
2021/09/27 15:00:00+00,6.300000,2.800000,10.100000,0,3.100000,14.700000,69,6475
2021/09/27 16:00:00+00,6.200000,2.600000,14,0,3.400000,19.100000,69.500000,6476
2021/09/27 17:00:00+00,6.500000,2.600000,22.800000,0,4.100000,29.200000,62.400000,6477
2021/09/27 18:00:00+00,6.200000,2.700000,29.700000,0,1.800000,32.500000,50.700000,6478
2021/09/27 19:00:00+00,6.400000,3.500000,57.100000,0,28.900000,101.400000,5.400000,6479
2021/09/27 20:00:00+00,8.200000,4.600000,54.800000,0,17,80.900000,0.700000,6480
2021/09/27 21:00:00+00,7.900000,4.300000,56.600000,0,28.200000,99.800000,0.700000,6481
2021/09/27 22:00:00+00,9.200000,4.900000,53.100000,0,31.800000,102,0.700000,6482
2021/09/27 23:00:00+00,11.200000,7.100000,57.200000,0,35,110.800000,0.800000,6483
2021/09/28 00:00:00+00,10.300000,4.800000,54,0,16,78.500000,1,6484
2021/09/28 01:00:00+00,10.200000,5,50.600000,0,10.700000,67.100000,1.400000,6485
2021/09/28 02:00:00+00,9.200000,4.600000,44.100000,0,10.600000,60.300000,1.200000,6486
2021/09/28 03:00:00+00,8.700000,4.100000,37.700000,0,10.700000,54.200000,0.800000,6487
2021/09/28 04:00:00+00,9,4.200000,33.200000,0,26.700000,74.200000,0.400000,6488
2021/09/28 05:00:00+00,11,4.600000,33.100000,0,34.600000,86.100000,0.500000,6489
2021/09/28 06:00:00+00,11.500000,4.900000,42.700000,0,76.900000,160.500000,0.700000,6490
2021/09/28 07:00:00+00,14.400000,5.400000,46.200000,0,81.100000,170.500000,1.900000,6491
2021/09/28 08:00:00+00,17.700000,6.700000,49.200000,0.100000,58.700000,139.200000,6.500000,6492
2021/09/28 09:00:00+00,18.400000,7.200000,46.400000,0.300000,42.200000,111.100000,13,6493
2021/09/28 10:00:00+00,19.100000,7.800000,31,0.100000,15.200000,54.300000,31.200000,6494
2021/09/28 11:00:00+00,13.600000,5.800000,16.900000,0,5.500000,25.300000,53,6495
2021/09/28 12:00:00+00,12.100000,5.200000,12.800000,0.500000,2.800000,17.100000,63.200000,6496
2021/09/28 13:00:00+00,10.600000,4.500000,10.300000,0.900000,1.400000,12.500000,67.600000,6497
2021/09/28 14:00:00+00,10.200000,4.300000,7.300000,1.300000,1,8.800000,75.600000,6498
2021/09/28 15:00:00+00,8.700000,3.700000,6.600000,1.100000,0.400000,7.200000,78.200000,6499
2021/09/28 16:00:00+00,7.600000,3.500000,9.500000,0.900000,0.400000,10.200000,76.400000,6500
2021/09/28 17:00:00+00,8.500000,4,15.700000,1,0.400000,16.200000,69.700000,6501
2021/09/28 18:00:00+00,9.700000,4.100000,24.400000,0.900000,0,24,60.600000,6502
2021/09/28 19:00:00+00,14.500000,9,37.600000,0.600000,0,37.200000,44.900000,6503
2021/09/28 20:00:00+00,12.600000,6.300000,44.300000,0.200000,0,43.600000,36.800000,6504
2021/09/28 21:00:00+00,9.300000,4.800000,27.500000,0,0,26.600000,45.800000,6505
2021/09/28 22:00:00+00,8.800000,4.300000,17.600000,0,0,16.600000,47.900000,6506
2021/09/28 23:00:00+00,8.900000,4.100000,13.300000,0,0,12.100000,50.100000,6507
2021/09/29 00:00:00+00,8.300000,3.900000,15.400000,0,0,14.400000,47.200000,6508
2021/09/29 01:00:00+00,8.100000,3.700000,11.200000,0.400000,0,9.900000,51.200000,6509
2021/09/29 02:00:00+00,8.400000,3.600000,9.200000,0.300000,0,7.800000,52.800000,6510
2021/09/29 03:00:00+00,7,3.200000,10,0.400000,0,8.900000,57.200000,6511
2021/09/29 04:00:00+00,7,3,12.800000,0.800000,0,11.800000,56.600000,6512
2021/09/29 05:00:00+00,5.900000,2.900000,21.800000,0.700000,0.100000,21.800000,43.400000,6513
2021/09/29 06:00:00+00,3.600000,2,27.600000,0.200000,2.600000,31.800000,41.700000,6514
2021/09/29 07:00:00+00,4.700000,1.600000,40.400000,0.100000,6.300000,50,30.100000,6515
2021/09/29 08:00:00+00,4.700000,1.900000,22.800000,0,5.300000,31,42.500000,6516
2021/09/29 09:00:00+00,8.100000,2.700000,15.500000,0.200000,6.400000,25.300000,51.700000,6517
2021/09/29 10:00:00+00,8.500000,3.200000,8.900000,0.100000,2.600000,13,61.400000,6518
2021/09/29 11:00:00+00,9,3.300000,7.900000,0.300000,2.300000,11.400000,67,6519
2021/09/29 12:00:00+00,6.300000,2.500000,9.900000,1.400000,2.300000,13.500000,68,6520
2021/09/29 13:00:00+00,6.100000,2.100000,11.100000,1.900000,3.300000,16.200000,67.600000,6521
2021/09/29 14:00:00+00,6.900000,2.500000,7.500000,2.200000,1.800000,10.200000,71.700000,6522
2021/09/29 15:00:00+00,5.500000,2.100000,10.400000,2.100000,2.400000,14.200000,67.800000,6523
2021/09/29 16:00:00+00,5.700000,2.400000,14.200000,1.900000,4.500000,21.200000,63.200000,6524
2021/09/29 17:00:00+00,7,3,14.700000,2.600000,2.400000,18.500000,62,6525
2021/09/29 18:00:00+00,7.400000,3.400000,20.900000,1.200000,3.700000,26.600000,54.600000,6526
2021/09/29 19:00:00+00,8,3.800000,25.100000,0.100000,1.400000,27.200000,48.600000,6527
2021/09/29 20:00:00+00,9,4.300000,27.100000,0,1.300000,29.100000,40.200000,6528
2021/09/29 21:00:00+00,8.400000,4.200000,25.100000,0,0.100000,25.200000,40.300000,6529
2021/09/29 22:00:00+00,9.900000,5.300000,35.500000,0,1.200000,37.200000,25.600000,6530
2021/09/29 23:00:00+00,8.700000,4.600000,29.800000,0,0.300000,30.200000,26.700000,6531
2021/09/30 00:00:00+00,7.900000,3.800000,17,0,0,16.300000,38.900000,6532
2021/09/30 01:00:00+00,6.900000,3.500000,27.500000,0.200000,0,26.700000,26,6533
2021/09/30 02:00:00+00,7.500000,3.700000,43.300000,0,4.100000,49.600000,6.600000,6534
2021/09/30 03:00:00+00,9.100000,3.900000,52.700000,0,16.900000,78.600000,1.700000,6535
2021/09/30 04:00:00+00,8.500000,4,50.500000,0,20.500000,81.900000,1.800000,6536
2021/09/30 05:00:00+00,9.600000,4.500000,51.400000,0.200000,64.800000,150.800000,0.600000,6537
2021/09/30 06:00:00+00,11.400000,5,51.900000,0.200000,89.800000,189.500000,0.800000,6538
2021/09/30 07:00:00+00,15.800000,5.800000,57.200000,0.300000,105.400000,218.900000,1.900000,6539
2021/09/30 08:00:00+00,28.900000,7.800000,50.400000,0.800000,71,159.400000,6.800000,6540
2021/09/30 09:00:00+00,24.200000,7.900000,49.500000,0.600000,55.600000,134.700000,14.300000,6541
2021/09/30 10:00:00+00,17,5.700000,27,0,13,46.900000,39,6542
2021/09/30 11:00:00+00,10.800000,4,10,0,2.900000,14.500000,59.700000,6543
2021/09/30 12:00:00+00,9.500000,3.300000,7.900000,1.800000,1.700000,10.600000,67.500000,6544
2021/09/30 13:00:00+00,8.500000,3,8.400000,2.900000,2,11.500000,70.100000,6545
2021/09/30 14:00:00+00,8.900000,2.800000,8.500000,2.400000,1.600000,10.900000,71.500000,6546
2021/09/30 15:00:00+00,7.600000,2.600000,8.400000,2.500000,1.100000,10.200000,74.200000,6547
2021/09/30 16:00:00+00,8.300000,2.900000,10.300000,2.800000,0.800000,11.500000,72.600000,6548
2021/09/30 17:00:00+00,8.100000,3.300000,16.300000,2.800000,0.600000,17.200000,66.200000,6549
2021/09/30 18:00:00+00,10.200000,4.600000,34.100000,2.500000,0.500000,34.800000,47.200000,6550
2021/09/30 19:00:00+00,10.700000,5,56.400000,1.600000,0.800000,57.600000,23.200000,6551
2021/09/30 20:00:00+00,11.700000,5.900000,57.700000,1,4.500000,64.500000,14.800000,6552
2021/09/30 21:00:00+00,12.500000,5.800000,41.800000,0.900000,0,41.600000,30,6553
2021/09/30 22:00:00+00,8.700000,4.300000,30.200000,1.900000,0,29.500000,40.700000,6554
2021/09/30 23:00:00+00,8.500000,3.900000,25.200000,0.100000,0,24.100000,40.100000,6555
2021/10/01 00:00:00+00,8.600000,4.100000,24.100000,0.300000,0,23,34.400000,6556
2021/10/01 01:00:00+00,9.500000,5.200000,31.400000,0.200000,0,30.700000,20.900000,6557
2021/10/01 02:00:00+00,9.600000,4.100000,20.500000,0.300000,0,19.500000,36,6558
2021/10/01 03:00:00+00,6.500000,3.400000,22.100000,0.600000,0,21,34.300000,6559
2021/10/01 04:00:00+00,7.100000,3.600000,22.300000,0.600000,0,21.700000,28.400000,6560
2021/10/01 05:00:00+00,9.900000,4.100000,39.200000,0.200000,8.600000,52.500000,12.200000,6561
2021/10/01 06:00:00+00,10.700000,4.400000,51.300000,0.500000,14.100000,72.900000,3.200000,6562
2021/10/01 07:00:00+00,13.300000,5.100000,46.700000,0.900000,17.700000,73.900000,7.500000,6563
2021/10/01 08:00:00+00,14.800000,5.400000,34.100000,1.200000,10.400000,50,21.700000,6564
2021/10/01 09:00:00+00,15.100000,5.300000,25,0.900000,8.600000,38.100000,33.100000,6565
2021/10/01 10:00:00+00,13.100000,5,23.800000,1.100000,4.800000,31.200000,38.500000,6566
2021/10/01 11:00:00+00,11.500000,4.700000,16.600000,0.800000,2.300000,20.100000,49.900000,6567
2021/10/01 12:00:00+00,9.700000,4,12.800000,0.500000,1.300000,14.600000,57,6568
2021/10/01 13:00:00+00,11.200000,4.300000,9.400000,0.800000,1.400000,11.600000,63.600000,6569
2021/10/01 14:00:00+00,9.800000,3.900000,13.700000,1.900000,0.600000,14.700000,58.900000,6570
2021/10/01 15:00:00+00,6.800000,3.500000,19.900000,2,1.200000,21.700000,48.300000,6571
2021/10/01 16:00:00+00,7,3.800000,26.300000,1.200000,0.800000,27.400000,43.100000,6572
2021/10/01 17:00:00+00,7.300000,3.900000,20.600000,0.700000,0.200000,20.800000,49.900000,6573
2021/10/01 18:00:00+00,7.600000,4.700000,31.700000,0.500000,0.400000,32.300000,38.600000,6574
2021/10/01 19:00:00+00,6.500000,4.800000,16.100000,0.900000,0,15.400000,54.600000,6575
2021/10/01 20:00:00+00,7.400000,5.100000,16.500000,0.400000,0,15.800000,49.500000,6576
2021/10/01 21:00:00+00,7.500000,4.900000,15.200000,0.400000,0,14.300000,46.900000,6577
2021/10/01 22:00:00+00,8.600000,5.600000,19.200000,0.500000,0,18.700000,41.300000,6578
2021/10/01 23:00:00+00,8.600000,5.500000,17.200000,0.400000,0,16.500000,38.600000,6579
2021/10/02 00:00:00+00,7.700000,5.100000,17.600000,0.100000,0,16.800000,32.600000,6580
2021/10/02 01:00:00+00,8.500000,5.100000,20.800000,0,0,20.200000,24.900000,6581
2021/10/02 02:00:00+00,8.800000,5.200000,20,0,0,19.300000,26.500000,6582
2021/10/02 03:00:00+00,8.500000,5,30.900000,0,0.600000,31.600000,13.800000,6583
2021/10/02 04:00:00+00,9.700000,6,18.500000,0,0,17.900000,26.600000,6584
2021/10/02 05:00:00+00,9,5.700000,19,0,0.200000,19.100000,27.600000,6585
2021/10/02 06:00:00+00,8.600000,5.400000,25.700000,0,0,25.500000,22.100000,6586
2021/10/02 07:00:00+00,8.300000,4.700000,17.100000,0,0.200000,17.300000,40.800000,6587
2021/10/02 08:00:00+00,8.900000,4.900000,11.400000,0,0.600000,12.400000,50.300000,6588
2021/10/02 09:00:00+00,9.200000,5.100000,9.900000,0,0.800000,11.200000,53.900000,6589
2021/10/02 10:00:00+00,8.300000,5,7.700000,0,1.500000,10,58.500000,6590
2021/10/02 11:00:00+00,8,4.200000,6,0.200000,0.500000,6.900000,65,6591
2021/10/02 12:00:00+00,8,5,6.200000,0.900000,0.100000,6.300000,63.200000,6592
2021/10/02 13:00:00+00,6.800000,3.700000,7.900000,1.300000,0,7.800000,59.100000,6593
2021/10/02 14:00:00+00,6.500000,3.600000,8.100000,1.200000,0,7.900000,55.900000,6594
2021/10/02 15:00:00+00,5.400000,3.300000,10.600000,1.400000,0.100000,10.600000,50.900000,6595
2021/10/02 16:00:00+00,4.500000,2.900000,7.800000,0.600000,0,7.100000,54,6596
2021/10/02 17:00:00+00,4.800000,3.100000,7,0.200000,0,6.100000,55.300000,6597
2021/10/02 18:00:00+00,4.700000,2.900000,7.600000,0,0,6.700000,51.800000,6598
2021/10/02 19:00:00+00,4.600000,3,6,0.400000,0,5,53.900000,6599
2021/10/02 20:00:00+00,5.200000,3.200000,5.800000,0.500000,0,4.600000,55.700000,6600
2021/10/02 21:00:00+00,5,2.900000,4,1,0,2.900000,55.700000,6601
2021/10/02 22:00:00+00,3.800000,2.500000,2.600000,1.200000,0,1.300000,54.800000,6602
2021/10/02 23:00:00+00,4.400000,2.500000,2.700000,0.700000,0,1.300000,53.200000,6603
2021/10/03 00:00:00+00,4.500000,2.600000,2.400000,0.800000,0,1.100000,53.700000,6604
2021/10/03 01:00:00+00,6.100000,3.300000,2.100000,0.400000,0,0.800000,55.700000,6605
2021/10/03 02:00:00+00,7.300000,4.200000,1.900000,0.400000,0,0.600000,58.400000,6606
2021/10/03 03:00:00+00,7.300000,4.300000,2.100000,0.500000,0,0.900000,60.700000,6607
2021/10/03 04:00:00+00,7.600000,4.500000,2.200000,0.200000,0,0.900000,61.300000,6608
2021/10/03 05:00:00+00,8.900000,4.900000,2.900000,0.400000,0,1.600000,61.700000,6609
2021/10/03 06:00:00+00,8.900000,5.200000,6.400000,0.400000,0,5.300000,60.300000,6610
2021/10/03 07:00:00+00,3.600000,1.700000,7.200000,0.500000,0.500000,7.100000,64,6611
2021/10/03 08:00:00+00,2.900000,1.300000,17,0,0,16.200000,53.800000,6612
2021/10/03 09:00:00+00,3.200000,1.800000,19.700000,0,0,19.500000,54.400000,6613
2021/10/03 10:00:00+00,3.500000,2.100000,5.900000,0,0,5.500000,62.700000,6614
2021/10/03 11:00:00+00,2.300000,0.700000,7.700000,0.100000,0.700000,8.700000,76.200000,6615
2021/10/03 12:00:00+00,1.700000,1.100000,8.200000,0,1.200000,10,71,6616
2021/10/03 13:00:00+00,1.800000,1.200000,7.500000,0,1.400000,9.600000,71.200000,6617
2021/10/03 14:00:00+00,1.700000,1.100000,5.700000,0,0.800000,6.800000,72.600000,6618
2021/10/03 15:00:00+00,2.100000,1.300000,7,0,0.600000,7.900000,71,6619
2021/10/03 16:00:00+00,2.800000,1.500000,10,0,0.700000,11,65.500000,6620
2021/10/03 17:00:00+00,3.500000,1.900000,17.600000,0,0.200000,17.700000,54.400000,6621
2021/10/03 18:00:00+00,4.700000,2.600000,21.300000,0,0,20.600000,49.100000,6622
2021/10/03 19:00:00+00,4.300000,2.700000,16.100000,0,0,15,50.500000,6623
2021/10/03 20:00:00+00,4.400000,2.700000,16.600000,0,0,15.700000,47.300000,6624
2021/10/03 21:00:00+00,4.300000,2.700000,15.700000,0,0,14.700000,44.900000,6625
2021/10/03 22:00:00+00,4.100000,2.400000,12.400000,0,0,11.400000,46.700000,6626
2021/10/03 23:00:00+00,5,2.500000,,0,,,34.300000,6627
2021/10/04 00:00:00+00,5.500000,2.700000,16.200000,0,0,15.100000,35.200000,6628
2021/10/04 01:00:00+00,6,2.800000,15.900000,0,0,14.800000,31.400000,6629
2021/10/04 02:00:00+00,6.700000,2.800000,19.600000,0,0,18.800000,24.800000,6630
2021/10/04 03:00:00+00,7.300000,3,25.500000,0,1,26.400000,20.600000,6631
2021/10/04 04:00:00+00,7.400000,3.200000,38.200000,0,3.800000,43.900000,6.500000,6632
2021/10/04 05:00:00+00,8.900000,3.600000,41.600000,0,5.300000,49.800000,7.600000,6633
2021/10/04 06:00:00+00,10.100000,4,46.100000,0,9.100000,60.100000,4.300000,6634
2021/10/04 07:00:00+00,13.100000,4.400000,37.300000,0,10.100000,52.700000,8.800000,6635
2021/10/04 08:00:00+00,11.900000,4.400000,29.400000,0,12.400000,48.500000,21.400000,6636
2021/10/04 09:00:00+00,11.200000,4.300000,19.200000,0,8.100000,31.600000,34.100000,6637
2021/10/04 10:00:00+00,11.100000,4.500000,11.800000,0.400000,3.900000,17.800000,46.400000,6638
2021/10/04 11:00:00+00,10.900000,4.400000,9.100000,0.700000,2.500000,12.900000,55.400000,6639
2021/10/04 12:00:00+00,9.800000,3.900000,8.300000,1.200000,0.900000,9.700000,60.500000,6640
2021/10/04 13:00:00+00,8.900000,3.500000,7.200000,1.600000,1,8.800000,66,6641
2021/10/04 14:00:00+00,8.600000,3.300000,6.700000,2.400000,0.400000,7.400000,69.100000,6642
2021/10/04 15:00:00+00,9.100000,3.400000,7.500000,2.700000,0.500000,8.400000,68.700000,6643
2021/10/04 16:00:00+00,7.900000,3.200000,9.600000,2.500000,0.500000,10.400000,66,6644
2021/10/04 17:00:00+00,6.700000,3.100000,13.900000,2.400000,0.100000,14,61.100000,6645
2021/10/04 18:00:00+00,8.800000,3.700000,31.400000,2.400000,0.200000,31.300000,42.400000,6646
2021/10/04 19:00:00+00,9.200000,4.400000,40.100000,1.100000,0.800000,41.400000,28.100000,6647
2021/10/04 20:00:00+00,9.700000,5.100000,34.800000,0.200000,0.600000,35.500000,28.700000,6648
2021/10/04 21:00:00+00,8.200000,4.100000,13.100000,0,0,12,47.600000,6649
2021/10/04 22:00:00+00,8.300000,4,8.900000,0,0,7.600000,52.900000,6650
2021/10/04 23:00:00+00,7.200000,3.900000,7.800000,0,0,6.500000,48.800000,6651
2021/10/05 00:00:00+00,6.400000,3.500000,8.700000,0,0,7.400000,42.200000,6652
2021/10/05 01:00:00+00,6.200000,3.300000,6.500000,0,0,5.200000,45.700000,6653
2021/10/05 02:00:00+00,5.900000,3.100000,6.700000,0,0,5.500000,46,6654
2021/10/05 03:00:00+00,6.100000,3.100000,8,0,0,6.700000,41.600000,6655
2021/10/05 04:00:00+00,6.800000,3.400000,8.300000,0,0,7.100000,41.400000,6656
2021/10/05 05:00:00+00,6.800000,3.600000,12,0,0.200000,11.800000,40.900000,6657
2021/10/05 06:00:00+00,7.500000,4,14,0,0.100000,13.900000,43.600000,6658
2021/10/05 07:00:00+00,8.400000,5.200000,12.900000,0,0,12.400000,45.400000,6659
2021/10/05 08:00:00+00,5.500000,3.600000,14.100000,0,0.100000,14,45,6660
2021/10/05 09:00:00+00,4,2.500000,11,0,0,10.700000,48.500000,6661
2021/10/05 10:00:00+00,4.200000,1.700000,12.200000,0,0.700000,13.300000,58,6662
2021/10/05 11:00:00+00,4.200000,2,15.400000,0,2.400000,19.100000,60.200000,6663
2021/10/05 12:00:00+00,6.400000,3,7.800000,0,1.600000,10.200000,68.400000,6664
2021/10/05 13:00:00+00,7.700000,3.400000,6,0.200000,1.500000,8.400000,73.900000,6665
2021/10/05 14:00:00+00,6.700000,3,8.100000,0.700000,1.300000,10,72.700000,6666
2021/10/05 15:00:00+00,4.600000,2.400000,13.100000,0,2.600000,17.200000,67.900000,6667
2021/10/05 16:00:00+00,5,2.400000,12.100000,0.500000,2.100000,15.300000,69.600000,6668
2021/10/05 17:00:00+00,5.600000,2.600000,15.400000,0.300000,1.500000,17.600000,62.700000,6669
2021/10/05 18:00:00+00,4.900000,2.200000,16.900000,0,1.200000,18.900000,62.400000,6670
2021/10/05 19:00:00+00,4.400000,2.400000,24.100000,0,0.500000,24.800000,53,6671
2021/10/05 20:00:00+00,6.500000,3.900000,14.400000,0,0.100000,14.500000,58,6672
2021/10/05 21:00:00+00,9.600000,5.600000,11.800000,0,0,11.500000,59.600000,6673
2021/10/05 22:00:00+00,10.300000,6.300000,9.400000,0,0,9,59,6674
2021/10/05 23:00:00+00,12,7.400000,8.800000,0,0,8.200000,56.900000,6675
2021/10/06 00:00:00+00,9.800000,5.300000,5,0,0,3.800000,59.500000,6676
2021/10/06 01:00:00+00,9.300000,4.200000,4.800000,1,0,3.400000,58.400000,6677
2021/10/06 02:00:00+00,8.900000,4,5.500000,0.700000,0,4.300000,55.900000,6678
2021/10/06 03:00:00+00,8.300000,4,10.600000,1.100000,0,9.300000,48.800000,6679
2021/10/06 04:00:00+00,8.400000,3.900000,18.300000,0.600000,0.200000,18.100000,41.200000,6680
2021/10/06 05:00:00+00,8.500000,4,33.700000,0.600000,2.200000,37.200000,26.300000,6681
2021/10/06 06:00:00+00,9,4,33.200000,1.200000,4.400000,39.900000,25,6682
2021/10/06 07:00:00+00,10.500000,4.300000,32.200000,0.900000,6.200000,41.700000,26.400000,6683
2021/10/06 08:00:00+00,11.100000,4.600000,27.500000,0.900000,9,41.200000,28.900000,6684
2021/10/06 09:00:00+00,12.700000,4.900000,15.900000,0.900000,5.900000,24.900000,43.700000,6685
2021/10/06 10:00:00+00,12.100000,5,10.200000,0.500000,3.400000,15.400000,56.700000,6686
2021/10/06 11:00:00+00,12,4.900000,7.700000,0.800000,2.400000,11.400000,64.700000,6687
2021/10/06 12:00:00+00,11.600000,4.800000,7.200000,2.200000,2.200000,10.500000,69.600000,6688
2021/10/06 13:00:00+00,10.200000,4.400000,9.300000,3.200000,2.500000,13.300000,70.400000,6689
