,VITRY:PM10,VITRY:PM25,VITRY:NO2,VITRY:SO2,VITRY:NO,VITRY:NOX,VITRY:O3,OBJECTID
2019/07/20 22:00:00+00,9.100000,7.800000,19.400000,0,3,24,27.900000,4826
2019/07/20 23:00:00+00,9.100000,6.400000,24.800000,0,4.900000,32.300000,19.500000,4827
2019/07/21 00:00:00+00,6.800000,3.200000,18.900000,0.300000,1.500000,21.200000,30.200000,4828
2019/07/21 01:00:00+00,,,15.300000,0.600000,1.300000,17.100000,36.200000,4829
2019/07/21 02:00:00+00,11.500000,6.900000,14.100000,0.400000,1.200000,15.900000,39.800000,4830
2019/07/21 03:00:00+00,12,4.900000,11.900000,0.400000,0.500000,12.600000,40.100000,4831
2019/07/21 04:00:00+00,15.200000,6.400000,12,0.200000,1.100000,13.500000,35.500000,4832
2019/07/21 05:00:00+00,11.200000,6.600000,13,0.500000,1,14.500000,32.500000,4833
2019/07/21 06:00:00+00,10.800000,6,10,0.700000,1.800000,12.700000,37.800000,4834
2019/07/21 07:00:00+00,14.400000,5.800000,7.400000,1,2.300000,11,45.600000,4835
2019/07/21 08:00:00+00,15.700000,5.100000,5.500000,1.100000,2.200000,8.900000,50.100000,4836
2019/07/21 09:00:00+00,14.100000,3.300000,5.500000,0.700000,1.400000,7.400000,52.900000,4837
2019/07/21 10:00:00+00,11.500000,1.700000,5.400000,0.800000,1.200000,6.600000,59.200000,4838
2019/07/21 11:00:00+00,11.100000,2.300000,6,0.900000,1.800000,8.700000,65.300000,4839
2019/07/21 12:00:00+00,11.500000,3.800000,5.300000,1.100000,1.400000,7.500000,68.300000,4840
2019/07/21 13:00:00+00,11.500000,3.400000,4.400000,1,1.600000,6.900000,66.900000,4841
2019/07/21 14:00:00+00,7.700000,2.900000,3.300000,1.300000,0.700000,4.300000,70.200000,4842
2019/07/21 15:00:00+00,8,8.600000,5.700000,1.100000,1.500000,8.100000,72.400000,4843
2019/07/21 16:00:00+00,10,6.300000,5.600000,1.100000,1.200000,7.500000,73.700000,4844
2019/07/21 17:00:00+00,9.600000,3.300000,5.600000,1.200000,0.900000,6.900000,77.500000,4845
2019/07/21 18:00:00+00,11.200000,6.300000,10.100000,1.100000,1.500000,12.500000,76.800000,4846
2019/07/21 19:00:00+00,11.200000,4.300000,10.900000,1.200000,1,12.400000,75.300000,4847
2019/07/21 20:00:00+00,16.200000,4.500000,23,1.100000,0.900000,24.400000,57.900000,4848
2019/07/21 21:00:00+00,15.700000,6.600000,24.500000,1.200000,0.100000,24.700000,54.100000,4849
2019/07/21 22:00:00+00,15.900000,7.300000,33.300000,0.600000,0.300000,33.800000,39.600000,4850
2019/07/21 23:00:00+00,21.200000,12.400000,37.100000,0.700000,0.500000,38,38.200000,4851
2019/07/22 00:00:00+00,26.500000,10.500000,20.300000,0.900000,0.400000,21,49.700000,4852
2019/07/22 01:00:00+00,15.100000,7.900000,12.900000,0,0.200000,13.200000,51.700000,4853
2019/07/22 02:00:00+00,20.200000,8.500000,12.200000,0,0.400000,12.700000,45.900000,4854
2019/07/22 03:00:00+00,19.300000,5.900000,19.200000,0,0.600000,20.200000,34.100000,4855
2019/07/22 04:00:00+00,16.900000,6.600000,17.200000,0,0.600000,18.200000,33.100000,4856
2019/07/22 05:00:00+00,18.300000,5.200000,23.500000,0,1.500000,25.900000,26.600000,4857
2019/07/22 06:00:00+00,23.500000,9.300000,40.800000,0,11.500000,58.500000,14.700000,4858
2019/07/22 07:00:00+00,33.900000,10.300000,47.800000,0,25.200000,86.400000,16.300000,4859
2019/07/22 08:00:00+00,37.700000,9.600000,51.900000,0.200000,28.200000,95.200000,22.500000,4860
2019/07/22 09:00:00+00,36.500000,9.400000,37,0.900000,13,57.100000,49.600000,4861
2019/07/22 10:00:00+00,31.600000,6.200000,20.800000,0.400000,4.800000,28.100000,80.800000,4862
2019/07/22 11:00:00+00,28.300000,8,16.500000,0.100000,4.100000,22.800000,90.300000,4863
2019/07/22 12:00:00+00,24,7.900000,15.900000,0.300000,3.100000,20.700000,106.500000,4864
2019/07/22 13:00:00+00,27.300000,7.800000,12.200000,0.200000,1.200000,14.100000,128.800000,4865
2019/07/22 14:00:00+00,26,9.200000,10.200000,0.400000,0.700000,11.200000,144,4866
2019/07/22 15:00:00+00,21.700000,8.700000,10.400000,0.200000,0.700000,11.400000,148.200000,4867
2019/07/22 16:00:00+00,26.100000,7.200000,,1,,,149,4868
2019/07/22 17:00:00+00,21,6.700000,,0.700000,,,140.600000,4869
2019/07/22 18:00:00+00,25.200000,6,,1,,,128.700000,4870
2019/07/22 19:00:00+00,21.900000,11.900000,,2.100000,,,116.900000,4871
2019/07/22 20:00:00+00,25.300000,10.300000,32.500000,2.600000,0.200000,32.900000,88.400000,4872
2019/07/22 21:00:00+00,30.800000,13.100000,39.300000,0.400000,0.300000,39.900000,71.400000,4873
2019/07/22 22:00:00+00,28.300000,14.300000,34.100000,0,0.200000,34.500000,64.500000,4874
2019/07/22 23:00:00+00,27.800000,12.400000,38.800000,1.100000,0.300000,39.300000,59,4875
2019/07/23 00:00:00+00,30.800000,12.800000,28.200000,2.200000,0.300000,28.600000,69.400000,4876
2019/07/23 01:00:00+00,35.300000,12.300000,21.200000,2.100000,0.300000,21.700000,74.100000,4877
2019/07/23 02:00:00+00,31.900000,14.800000,22.700000,1.500000,0.300000,23.200000,63.500000,4878
2019/07/23 03:00:00+00,24.700000,9.800000,22.200000,0.900000,0.500000,22.900000,56.600000,4879
2019/07/23 04:00:00+00,21.900000,7.700000,31.700000,1.200000,1,33.200000,47.600000,4880
2019/07/23 05:00:00+00,24.700000,13.800000,55.800000,1,4.400000,62.500000,27.400000,4881
2019/07/23 06:00:00+00,34.200000,10.500000,55.800000,1.200000,7.600000,67.400000,27.200000,4882
2019/07/23 07:00:00+00,42.600000,13.400000,52.800000,2.900000,10,68.100000,41.800000,4883
2019/07/23 08:00:00+00,38,9.200000,31.500000,3.500000,5.400000,39.700000,74.200000,4884
2019/07/23 09:00:00+00,39.100000,9.500000,26.900000,3.200000,12.900000,46.600000,88.700000,4885
2019/07/23 10:00:00+00,38.800000,10.200000,16.300000,4.500000,2.100000,19.500000,120.400000,4886
2019/07/23 11:00:00+00,34,7.700000,10.200000,4.400000,0.700000,11.300000,130.700000,4887
2019/07/23 12:00:00+00,30.400000,5.900000,7.400000,,1,8.800000,119.600000,4888
2019/07/23 13:00:00+00,30.900000,6.600000,,,,,123.600000,4889
2019/07/23 14:00:00+00,25.400000,6.900000,,,,,124.600000,4890
2019/07/23 15:00:00+00,,8.700000,,,,,,4891
2019/07/23 16:00:00+00,,,,,,,,4892
2019/07/23 17:00:00+00,,,,,,,,4893
2019/07/23 18:00:00+00,,,,,,,,4894
2019/07/23 19:00:00+00,,,,,,,,4895
2019/07/23 20:00:00+00,,,,,,,,4896
2019/07/23 21:00:00+00,,,,,,,,4897
2019/07/23 22:00:00+00,,,,,,,,4898
2019/07/23 23:00:00+00,,,,,,,,4899
2019/07/24 00:00:00+00,,,,,,,,4900
2019/07/24 01:00:00+00,,,,,,,,4901
2019/07/24 02:00:00+00,,,,,,,,4902
2019/07/24 03:00:00+00,,,,,,,,4903
2019/07/24 04:00:00+00,,,,,,,,4904
2019/07/24 05:00:00+00,,,,,,,,4905
2019/07/24 06:00:00+00,,,,,,,,4906
2019/07/24 07:00:00+00,,,,,,,,4907
2019/07/24 08:00:00+00,,,,,,,,4908
2019/07/24 09:00:00+00,,,,,,,,4909
2019/07/24 10:00:00+00,,,,,,,139.700000,4910
2019/07/24 11:00:00+00,34.100000,,,,,,168.200000,4911
2019/07/24 12:00:00+00,28.700000,,,,,,178.200000,4912
2019/07/24 13:00:00+00,33.100000,,,,,,173.300000,4913
2019/07/24 14:00:00+00,32.300000,,,,,,158.800000,4914
2019/07/24 15:00:00+00,35.700000,,,,,,169.800000,4915
2019/07/24 16:00:00+00,33.200000,,,,,,169.200000,4916
2019/07/24 17:00:00+00,44.700000,,,,,,146.800000,4917
2019/07/24 18:00:00+00,28.400000,,,,,,137.400000,4918
2019/07/24 19:00:00+00,29.200000,,,,,,109.700000,4919
2019/07/24 20:00:00+00,51.500000,,,,,,38.100000,4920
2019/07/24 21:00:00+00,46.400000,,,,,,29.700000,4921
2019/07/24 22:00:00+00,49.100000,,,,,,97.700000,4922
2019/07/24 23:00:00+00,54.400000,,,,,,103.700000,4923
2019/07/25 00:00:00+00,61,,,,,,89.200000,4924
2019/07/25 01:00:00+00,46.400000,,,,,,127.400000,4925
2019/07/25 02:00:00+00,42.600000,,,,,,123.300000,4926
2019/07/25 03:00:00+00,47.400000,,,1.200000,,,88.600000,4927
2019/07/25 04:00:00+00,48.500000,,,1.300000,,,55.400000,4928
2019/07/25 05:00:00+00,70.800000,,,1.100000,,,40.400000,4929
2019/07/25 06:00:00+00,73.600000,,,2,,,16.100000,4930
2019/07/25 07:00:00+00,70.600000,,,1.600000,,,40.900000,4931
2019/07/25 08:00:00+00,68.900000,,,0.800000,,,76.300000,4932
2019/07/25 09:00:00+00,62.300000,,,0.700000,,,106,4933
2019/07/25 10:00:00+00,63.500000,,,,,,169.600000,4934
2019/07/25 11:00:00+00,69,,,,,,197.900000,4935
2019/07/25 12:00:00+00,44.900000,,,,,,169.700000,4936
2019/07/25 13:00:00+00,50.500000,,,,,,148.600000,4937
2019/07/25 14:00:00+00,57.100000,,,,,,150.800000,4938
2019/07/25 15:00:00+00,56.700000,,,,,,136.200000,4939
2019/07/25 16:00:00+00,50.400000,,,,,,133.500000,4940
2019/07/25 17:00:00+00,48.600000,,,,,,138.500000,4941
2019/07/25 18:00:00+00,52.100000,,,,,,131.100000,4942
2019/07/25 19:00:00+00,44.600000,,,,,,115.900000,4943
2019/07/25 20:00:00+00,46.800000,,,,,,97.800000,4944
2019/07/25 21:00:00+00,41.600000,,,,,,105.100000,4945
2019/07/25 22:00:00+00,42.900000,,,,,,81.300000,4946
2019/07/25 23:00:00+00,50.800000,,,,,,79.800000,4947
2019/07/26 00:00:00+00,47.900000,,,,,,66.100000,4948
2019/07/26 01:00:00+00,36.600000,,,0.400000,,,94.300000,4949
2019/07/26 02:00:00+00,33,,,0.400000,,,100.800000,4950
2019/07/26 03:00:00+00,26.800000,,,0.600000,,,104.300000,4951
2019/07/26 04:00:00+00,44.200000,,,0.100000,,,83.100000,4952
2019/07/26 05:00:00+00,37.700000,,,0.200000,,,62.400000,4953
2019/07/26 06:00:00+00,25.200000,,,0.100000,,,44.900000,4954
2019/07/26 07:00:00+00,22.500000,,,0,,,43.300000,4955
2019/07/26 08:00:00+00,24.100000,,,0.100000,,,44.600000,4956
2019/07/26 09:00:00+00,28.600000,,,0,,,43.400000,4957
2019/07/26 10:00:00+00,32.700000,,,0.200000,,,55.500000,4958
2019/07/26 11:00:00+00,34.800000,,,0.700000,,,72.700000,4959
2019/07/26 12:00:00+00,32.600000,,,1.800000,,,89.900000,4960
2019/07/26 13:00:00+00,31.400000,,,,,,,4961
2019/07/26 14:00:00+00,29.800000,,,,,,,4962
2019/07/26 15:00:00+00,22.200000,,14.900000,2.100000,2.900000,20.100000,96.100000,4963
2019/07/26 16:00:00+00,11.900000,,16.300000,1.700000,2,20.300000,94.200000,4964
2019/07/26 17:00:00+00,17.400000,,17.400000,2.100000,2.400000,22,95.400000,4965
2019/07/26 18:00:00+00,19,11.100000,16.300000,2.200000,1.500000,19.800000,93.800000,4966
2019/07/26 19:00:00+00,21.600000,10.300000,16.800000,2.300000,1.500000,20.200000,79.700000,4967
2019/07/26 20:00:00+00,20.600000,12,14,2.700000,1,16.500000,66.300000,4968
2019/07/26 21:00:00+00,19.400000,11.300000,9.700000,3.100000,1.600000,12.800000,71.700000,4969
2019/07/26 22:00:00+00,19.300000,10.800000,11.700000,3,0.700000,14.100000,56.400000,4970
2019/07/26 23:00:00+00,8.500000,8.200000,14.400000,2.600000,1.100000,17.100000,45.600000,4971
2019/07/27 00:00:00+00,13.700000,6.400000,9.800000,3.300000,0.900000,11.900000,48.300000,4972
2019/07/27 01:00:00+00,12.500000,5.700000,8,0,0.300000,9.800000,44.900000,4973
2019/07/27 02:00:00+00,7.300000,5.200000,9,0,0.800000,10.900000,40.900000,4974
2019/07/27 03:00:00+00,5.400000,6.400000,7.800000,0,0.300000,9.500000,39.800000,4975
2019/07/27 04:00:00+00,6,4.600000,8.500000,0,0.700000,10.700000,43,4976
2019/07/27 05:00:00+00,8.700000,2.400000,9.500000,0,1.900000,12.900000,48.400000,4977
2019/07/27 06:00:00+00,8.800000,6.400000,13.500000,0,2.100000,17.500000,44.400000,4978
2019/07/27 07:00:00+00,5,4.500000,14.300000,0,1.200000,16.700000,40.500000,4979
2019/07/27 08:00:00+00,3.400000,2.900000,14.600000,0,2.900000,20,49.600000,4980
2019/07/27 09:00:00+00,4.500000,2.900000,14.300000,0.100000,3.400000,20.300000,51.500000,4981
2019/07/27 10:00:00+00,11.800000,2.500000,13.900000,0,2.900000,19.300000,48.900000,4982
2019/07/27 11:00:00+00,11.400000,3.800000,12.100000,0.200000,3.500000,18.300000,52.300000,4983
2019/07/27 12:00:00+00,9.900000,7.800000,10.800000,0.200000,2.700000,16.100000,58.200000,4984
2019/07/27 13:00:00+00,11.400000,6.600000,9.600000,0.500000,3,15.200000,64.600000,4985
2019/07/27 14:00:00+00,11.500000,7.200000,9.100000,0.700000,2.500000,14.200000,70.100000,4986
2019/07/27 15:00:00+00,8.900000,5.800000,11.700000,0.700000,2.100000,15.700000,69.100000,4987
2019/07/27 16:00:00+00,11,4.300000,8.900000,0.800000,2.400000,13.300000,67.400000,4988
2019/07/27 17:00:00+00,12.400000,6.700000,10.500000,1.300000,1.900000,14.400000,67,4989
2019/07/27 18:00:00+00,13.600000,7.200000,9.900000,1.500000,2,14,66.600000,4990
2019/07/27 19:00:00+00,9.900000,8,10.100000,1.800000,1.700000,13.900000,64.500000,4991
2019/07/27 20:00:00+00,9.100000,7.400000,11.300000,1.800000,0.600000,13.400000,65.900000,4992
2019/07/27 21:00:00+00,9.900000,5.300000,13,2.100000,0.700000,15,68.700000,4993
2019/07/27 22:00:00+00,13.300000,3.700000,9.200000,2.100000,0.100000,10.300000,70.400000,4994
2019/07/27 23:00:00+00,12,5.900000,8.800000,2.300000,0.600000,10.900000,68.100000,4995
2019/07/28 00:00:00+00,14.400000,9.100000,10.200000,2.600000,1.500000,13.300000,64.300000,4996
2019/07/28 01:00:00+00,11.600000,5.900000,10.600000,0,0.900000,12.900000,60.700000,4997
2019/07/28 02:00:00+00,14.300000,6.900000,8.500000,0.300000,0.300000,9.900000,54,4998
2019/07/28 03:00:00+00,13.500000,13.100000,9.200000,0,0.200000,11,49.900000,4999
2019/07/28 04:00:00+00,14.200000,9,8.300000,0,0.400000,10.100000,45.100000,5000
2019/07/28 05:00:00+00,12.200000,7.800000,9.400000,0,0.900000,11.200000,41.400000,5001
2019/07/28 06:00:00+00,19.400000,7.100000,10.900000,0,1.700000,14.500000,40.400000,5002
2019/07/28 07:00:00+00,23.300000,11.200000,9.700000,0,2.700000,14.900000,41.300000,5003
2019/07/28 08:00:00+00,19.300000,12.300000,11.500000,0,2.600000,16.100000,47.500000,5004
2019/07/28 09:00:00+00,17.100000,7.500000,9.300000,0.100000,3.200000,15,55.300000,5005
2019/07/28 10:00:00+00,12.200000,4.900000,7.400000,0.500000,2.300000,11.900000,63.900000,5006
2019/07/28 11:00:00+00,13.300000,7.100000,6.800000,0.800000,1.900000,10.400000,69.600000,5007
2019/07/28 12:00:00+00,15.200000,6,6.300000,0.600000,1.200000,9.200000,74,5008
2019/07/28 13:00:00+00,15.700000,4.600000,5.900000,0.400000,0.300000,7.500000,74.600000,5009
2019/07/28 14:00:00+00,16.800000,9.500000,6.300000,0.900000,1,8.600000,74.900000,5010
2019/07/28 15:00:00+00,12.800000,7,6.500000,1.100000,1.600000,9.900000,77.700000,5011
2019/07/28 16:00:00+00,15.900000,7.100000,5.800000,1.200000,1.200000,8.700000,77.600000,5012
2019/07/28 17:00:00+00,10.300000,4.900000,7.700000,1.500000,2.300000,12.200000,76.700000,5013
2019/07/28 18:00:00+00,10.800000,5.100000,8.600000,1.200000,1.700000,12.200000,78.300000,5014
2019/07/28 19:00:00+00,13.300000,3.800000,11.500000,1.600000,1.600000,14.800000,76.100000,5015
2019/07/28 20:00:00+00,12.700000,4.700000,16.800000,1.600000,1.200000,19.600000,67.300000,5016
2019/07/28 21:00:00+00,11.900000,6.900000,25.100000,1.500000,1.500000,28.500000,57.100000,5017
2019/07/28 22:00:00+00,13.700000,4.900000,25.300000,1.500000,1.400000,28.100000,57.600000,5018
2019/07/28 23:00:00+00,12.900000,4.500000,20.300000,1.700000,0,21.400000,57.200000,5019
2019/07/29 00:00:00+00,12.100000,5.800000,29.400000,1.800000,0.900000,31.700000,39.400000,5020
2019/07/29 01:00:00+00,15.800000,5.900000,26,1.700000,0.900000,28.100000,30.300000,5021
2019/07/29 02:00:00+00,12.300000,13.300000,44.400000,2.100000,2.700000,49.400000,14.300000,5022
2019/07/29 03:00:00+00,14.700000,9.700000,48.200000,2,5.100000,57,7.200000,5023
2019/07/29 04:00:00+00,12.600000,6.500000,48.500000,2.100000,11.400000,67.300000,2.800000,5024
2019/07/29 05:00:00+00,20,12.400000,61.700000,2.600000,54.700000,146.600000,3.100000,5025
2019/07/29 06:00:00+00,20.500000,10.800000,51.600000,4.600000,20.900000,84.600000,17.900000,5026
2019/07/29 07:00:00+00,24,9.100000,39.800000,3.300000,11.700000,58.700000,29.200000,5027
2019/07/29 08:00:00+00,26.500000,6,31.900000,3.500000,11.800000,51,46.400000,5028
2019/07/29 09:00:00+00,22.700000,9.700000,17.200000,3.700000,4.200000,24.600000,67.300000,5029
2019/07/29 10:00:00+00,20.500000,6.200000,9.500000,3.900000,2.300000,14,83.900000,5030
2019/07/29 11:00:00+00,15.600000,1.700000,7.900000,3.800000,1.600000,11.200000,90.800000,5031
2019/07/29 12:00:00+00,25.300000,9,6.100000,3.700000,1.200000,8.800000,97.700000,5032
2019/07/29 13:00:00+00,17.700000,5.600000,6,3.600000,1.800000,9.400000,103.800000,5033
2019/07/29 14:00:00+00,16.900000,0.700000,6.900000,4,0.700000,8.600000,106.900000,5034
2019/07/29 15:00:00+00,17.700000,0.800000,7.600000,4.400000,0.600000,9.400000,105.800000,5035
2019/07/29 16:00:00+00,14.800000,2.900000,8.200000,4.500000,0.700000,10.500000,103.700000,5036
2019/07/29 17:00:00+00,15.500000,6.300000,9.700000,4.400000,0.700000,11.900000,104.100000,5037
2019/07/29 18:00:00+00,13,5.700000,10.500000,4.400000,0,11.500000,104.100000,5038
2019/07/29 19:00:00+00,14.800000,5.600000,14.100000,4.200000,0.300000,15.800000,99.200000,5039
2019/07/29 20:00:00+00,15.100000,6.400000,22.200000,4.500000,0.500000,24.100000,85.200000,5040
2019/07/29 21:00:00+00,18.300000,6.200000,37.400000,4.700000,0.300000,38.400000,64.300000,5041
2019/07/29 22:00:00+00,19.800000,10.600000,53,4.700000,1.100000,55.600000,44.200000,5042
2019/07/29 23:00:00+00,19.300000,8.400000,42.800000,4.900000,0.500000,44.600000,51.300000,5043
2019/07/30 00:00:00+00,17.300000,8.400000,43.800000,4.800000,0.300000,44.800000,43.300000,5044
2019/07/30 01:00:00+00,18.700000,9.500000,46.400000,0,0.800000,48.500000,39,5045
2019/07/30 02:00:00+00,19.300000,8.200000,27.900000,0,0.400000,29.300000,49.600000,5046
2019/07/30 03:00:00+00,14,8.700000,16.200000,0,0.100000,16.700000,50.200000,5047
2019/07/30 04:00:00+00,19.300000,6.400000,20.400000,0.100000,0.200000,21.900000,45.400000,5048
2019/07/30 05:00:00+00,17.300000,6.800000,27,0.100000,1.200000,30,36.700000,5049
2019/07/30 06:00:00+00,22.200000,5.900000,27.300000,0.200000,2.600000,32,36.800000,5050
2019/07/30 07:00:00+00,23.900000,3.700000,17.700000,0.400000,4.200000,25.200000,46.900000,5051
2019/07/30 08:00:00+00,36.900000,5.100000,11.400000,0.400000,3.200000,17.100000,57.300000,5052
2019/07/30 09:00:00+00,48.400000,2.900000,,0.700000,,,62.200000,5053
2019/07/30 10:00:00+00,36.200000,3.100000,7.600000,0,1.900000,11.300000,67,5054
2019/07/30 11:00:00+00,24,10.300000,7,0,1.700000,10.600000,68.200000,5055
2019/07/30 12:00:00+00,23.800000,8.800000,8.100000,0,2.200000,12.500000,68.100000,5056
2019/07/30 13:00:00+00,32.100000,5.800000,6.900000,0,2.300000,11.500000,74.500000,5057
2019/07/30 14:00:00+00,27.700000,4.400000,8.700000,0.100000,1.700000,12.300000,73.800000,5058
2019/07/30 15:00:00+00,18.900000,4.900000,8.400000,0,2,12.400000,72.400000,5059
2019/07/30 16:00:00+00,16.900000,4.500000,11.600000,0.100000,2.600000,16.300000,71.500000,5060
2019/07/30 17:00:00+00,11.900000,4.200000,11.800000,0.100000,2.400000,16.600000,68.100000,5061
2019/07/30 18:00:00+00,18.600000,1.700000,10.200000,0.200000,1.500000,13.700000,68.200000,5062
2019/07/30 19:00:00+00,15.500000,11.300000,12.200000,0.200000,0.700000,14.400000,60.900000,5063
2019/07/30 20:00:00+00,13.400000,7.700000,14.500000,0.200000,0.500000,16.200000,56.400000,5064
2019/07/30 21:00:00+00,16.900000,4.500000,20.800000,0.400000,0.400000,22.100000,48.900000,5065
2019/07/30 22:00:00+00,18.400000,8.500000,11.500000,0.600000,0.900000,13.400000,57.800000,5066
2019/07/30 23:00:00+00,11.900000,7,8.100000,0.400000,0.600000,9.700000,55.700000,5067
2019/07/31 00:00:00+00,10.400000,4.300000,5.200000,0.400000,0.200000,6.500000,54.300000,5068
2019/07/31 01:00:00+00,6.100000,3.400000,6.200000,0,0,7.100000,50.600000,5069
2019/07/31 02:00:00+00,6.700000,3,9.800000,0,0.300000,11,43.400000,5070
2019/07/31 03:00:00+00,9.400000,5.600000,18.600000,0,0.600000,20.400000,32.400000,5071
2019/07/31 04:00:00+00,12.200000,5.400000,20.900000,0.100000,1.100000,23.300000,30.700000,5072
2019/07/31 05:00:00+00,11.200000,2.900000,32.500000,0,3.400000,38.600000,19.500000,5073
2019/07/31 06:00:00+00,15.300000,4.200000,31.700000,0.200000,6.200000,42.100000,22.700000,5074
2019/07/31 07:00:00+00,15.300000,4.200000,21.800000,0.400000,7,33.400000,34.700000,5075
2019/07/31 08:00:00+00,17.900000,5.500000,15.200000,0.200000,5.600000,24.800000,40.400000,5076
2019/07/31 09:00:00+00,17.900000,10.200000,11,0.500000,3.800000,17.700000,46.500000,5077
2019/07/31 10:00:00+00,12.300000,6.500000,9.600000,0.700000,3.400000,15.900000,52.900000,5078
2019/07/31 11:00:00+00,17.300000,4.300000,7.700000,1,2.200000,11.900000,59.400000,5079
2019/07/31 12:00:00+00,19.100000,7.100000,7.300000,1.300000,2.700000,12.300000,66.500000,5080
2019/07/31 13:00:00+00,20,5.300000,8.300000,1.700000,2.400000,13,66.500000,5081
2019/07/31 14:00:00+00,13.200000,2.700000,10.200000,1.100000,2.600000,15.100000,62.700000,5082
2019/07/31 15:00:00+00,12.500000,6.200000,11.100000,1.100000,3,16.600000,63.600000,5083
2019/07/31 16:00:00+00,11.200000,4.200000,10.100000,1.500000,2,14.200000,67.400000,5084
2019/07/31 17:00:00+00,11.900000,2.200000,11.600000,1.200000,2.300000,15.900000,70.700000,5085
2019/07/31 18:00:00+00,12.700000,4.800000,10.800000,1.500000,1.900000,14.700000,75.800000,5086
2019/07/31 19:00:00+00,11.600000,5,13.400000,1.600000,1.900000,17,71.500000,5087
2019/07/31 20:00:00+00,12.500000,6.400000,27.800000,1.600000,1.200000,30.600000,54.700000,5088
2019/07/31 21:00:00+00,15.400000,5.600000,31.400000,1.500000,1.200000,34.300000,48.500000,5089
2019/07/31 22:00:00+00,16.100000,6.100000,41.600000,1.500000,2.100000,45.700000,34.400000,5090
2019/07/31 23:00:00+00,12.800000,5.200000,31.700000,1.300000,0.800000,34,29.600000,5091
2019/08/01 00:00:00+00,20.900000,6.500000,48.500000,1.300000,7.200000,60.800000,8.700000,5092
2019/08/01 01:00:00+00,22.300000,7.800000,58.100000,0,15.500000,82.600000,2.300000,5093
2019/08/01 02:00:00+00,23.200000,5.800000,63.700000,0.200000,16.800000,90.400000,2.500000,5094
2019/08/01 03:00:00+00,17.200000,8.700000,62.400000,0.200000,13.700000,84.500000,2.600000,5095
2019/08/01 04:00:00+00,19.500000,10.300000,59.100000,0.100000,15.600000,84,1.800000,5096
2019/08/01 05:00:00+00,20.800000,14.700000,56.100000,0.200000,32.100000,106.200000,3.100000,5097
2019/08/01 06:00:00+00,,11.500000,66.300000,1.600000,94,211.300000,3.100000,5098
2019/08/01 07:00:00+00,,15.600000,78.600000,3.100000,111.400000,250.200000,6,5099
2019/08/01 08:00:00+00,,15.800000,66.200000,1.300000,73,179.200000,12.100000,5100
2019/08/01 09:00:00+00,,13.100000,65.900000,1.300000,49.600000,142.800000,21,5101
2019/08/01 10:00:00+00,,9.700000,55.500000,1,31.400000,104.600000,34.700000,5102
2019/08/01 11:00:00+00,23.200000,6.800000,31.400000,1.100000,8.800000,45.700000,57.100000,5103
2019/08/01 12:00:00+00,22.700000,4.100000,18.500000,0.400000,3.700000,25.200000,75.600000,5104
2019/08/01 13:00:00+00,18.600000,6,15.400000,0.300000,2.900000,20.800000,83.300000,5105
2019/08/01 14:00:00+00,20.400000,7.500000,16.200000,0.500000,2.400000,20.800000,92.700000,5106
2019/08/01 15:00:00+00,21.400000,6,10.900000,0.900000,2.200000,15.200000,102.900000,5107
2019/08/01 16:00:00+00,15.700000,7.900000,14.100000,0.900000,0.800000,16.300000,103.700000,5108
2019/08/01 17:00:00+00,22.700000,5.700000,18.200000,0.900000,1.300000,20.900000,104.900000,5109
2019/08/01 18:00:00+00,21.800000,8,21.200000,1.100000,0.400000,22.800000,101.400000,5110
2019/08/01 19:00:00+00,26.900000,8.100000,25.700000,1.300000,0.700000,27.600000,95.600000,5111
2019/08/01 20:00:00+00,25,10.900000,28.400000,1.600000,0.300000,29.300000,97.100000,5112
2019/08/01 21:00:00+00,24.300000,8.200000,23.500000,1.400000,0.500000,25.200000,70.900000,5113
2019/08/01 22:00:00+00,18,5.900000,17.600000,1.800000,1,20.200000,63.900000,5114
2019/08/01 23:00:00+00,17.700000,5.200000,17.700000,2.200000,0.700000,19.100000,60.700000,5115
2019/08/02 00:00:00+00,16.100000,8,17.900000,2,0.500000,19.700000,56.600000,5116
2019/08/02 01:00:00+00,10.400000,5.600000,11.500000,1.300000,0.600000,13.400000,57.700000,5117
2019/08/02 02:00:00+00,16.200000,4.600000,11.300000,1.200000,0.800000,13.400000,54,5118
2019/08/02 03:00:00+00,7,5.400000,10.600000,1.800000,0.500000,12.300000,53.400000,5119
2019/08/02 04:00:00+00,7.400000,7.700000,15.400000,1.700000,1,17.900000,48.700000,5120
2019/08/02 05:00:00+00,11.500000,8.900000,28.300000,1.900000,2.200000,32.600000,40.200000,5121
2019/08/02 06:00:00+00,10.100000,7.300000,34,2.200000,3.900000,40.700000,39.200000,5122
2019/08/02 07:00:00+00,10,8.700000,28,2.200000,6,38.100000,43.300000,5123
2019/08/02 08:00:00+00,20.200000,8,32.600000,3.500000,9.400000,48,41.100000,5124
2019/08/02 09:00:00+00,24.800000,7.300000,29.400000,3.100000,9.700000,45.300000,49,5125
2019/08/02 10:00:00+00,26.200000,6.900000,27.300000,2.200000,9.400000,42.400000,55,5126
2019/08/02 11:00:00+00,23.700000,8.600000,18,2.100000,5.100000,26.600000,73.400000,5127
2019/08/02 12:00:00+00,18,5.800000,16.900000,2.100000,3.300000,23.200000,82.600000,5128
2019/08/02 13:00:00+00,12.200000,3.100000,10.600000,2.200000,2.200000,15.100000,96.900000,5129
